Date,Coal,Hydro,Gas,Nuclear,Other,Petroleum,Solar,Wind
7/30/20 11:00 AM,554,797,10553,1095,757,89,5,2206
7/30/20 10:00 AM,554,773,10596,1096,782,89,6,2659
7/30/20 9:00 AM,553,780,11467,1095,832,88,7,2478
7/30/20 8:00 AM,551,790,13235,1095,835,88,7,2483
7/30/20 7:00 AM,547,1019,15448,1093,853,88,6,2356
7/30/20 6:00 AM,651,1396,17476,1093,851,88,6,2429
7/30/20 5:00 AM,905,1894,19803,1091,863,88,6,2362
7/30/20 4:00 AM,1078,2003,22943,1091,859,88,18,2538
7/30/20 3:00 AM,1327,2137,25549,1093,876,88,81,2107
7/30/20 2:00 AM,1423,1888,26363,1092,872,88,2494,1552
7/30/20 1:00 AM,1435,1646,24338,1095,859,88,7546,1418
7/30/20 12:00 AM,1406,1514,22572,1098,841,88,10154,1315
7/29/20 11:00 PM,1380,1204,20563,1096,822,83,11338,1410
7/29/20 10:00 PM,1153,1214,19150,1096,808,88,11980,1140
7/29/20 9:00 PM,1060,1138,17608,1095,815,79,12267,897
7/29/20 8:00 PM,875,724,14977,1095,783,53,12367,804
7/29/20 7:00 PM,600,664,13156,1093,765,46,12383,750
7/29/20 6:00 PM,550,602,11527,1094,755,46,12052,676
7/29/20 5:00 PM,550,575,10694,1094,766,46,11616,897
7/29/20 4:00 PM,550,564,10560,1094,756,46,10611,1243
7/29/20 3:00 PM,551,744,10470,1095,789,46,8414,1751
7/29/20 2:00 PM,551,912,11419,1096,797,88,3140,2349
7/29/20 1:00 PM,552,871,11045,1096,758,89,18,2829
7/29/20 12:00 PM,551,750,9937,1096,753,88,5,2951
7/29/20 11:00 AM,550,743,9904,1095,754,88,4,2933
7/29/20 10:00 AM,546,737,10183,1094,762,88,6,3091
7/29/20 9:00 AM,550,747,11233,1092,772,88,6,3085
7/29/20 8:00 AM,547,777,11943,1096,795,88,6,3344
7/29/20 7:00 AM,548,912,14039,1096,826,88,8,3288
7/29/20 6:00 AM,612,1325,16109,1095,821,87,8,3716
7/29/20 5:00 AM,1000,1596,19895,1094,846,87,4,3536
7/29/20 4:00 AM,1269,1974,22109,1094,847,87,23,3455
7/29/20 3:00 AM,1496,2113,23041,1095,882,87,84,3455
7/29/20 2:00 AM,1486,1926,23726,1096,873,87,2616,3201
7/29/20 1:00 AM,1447,1737,21830,1094,856,87,7742,3155
7/29/20 12:00 AM,1200,1642,20617,1097,846,88,10265,2630
7/28/20 11:00 PM,1168,1217,19005,1098,840,87,11389,1792
7/28/20 10:00 PM,1132,1099,17628,1097,845,86,11957,1435
7/28/20 9:00 PM,1028,1010,15700,1095,848,88,12356,1155
7/28/20 8:00 PM,857,901,13346,1094,816,88,12082,959
7/28/20 7:00 PM,612,794,11730,1097,767,80,12059,858
7/28/20 6:00 PM,593,660,10802,1097,779,56,11943,795
7/28/20 5:00 PM,603,576,9837,1095,776,56,11696,805
7/28/20 4:00 PM,608,537,9496,1094,777,56,10618,1148
7/28/20 3:00 PM,612,701,9828,1093,820,57,8410,1432
7/28/20 2:00 PM,598,889,10866,1093,822,57,3188,1918
7/28/20 1:00 PM,553,882,11052,1093,811,56,15,2668
7/28/20 12:00 PM,554,689,9907,1098,776,56,5,3062
7/28/20 11:00 AM,553,673,9821,1097,781,56,5,3139
7/28/20 10:00 AM,551,706,9984,1096,775,56,6,3325
7/28/20 9:00 AM,554,733,10318,1095,784,56,6,3743
7/28/20 8:00 AM,553,767,11962,1097,810,78,7,3891
7/28/20 7:00 AM,551,1041,13263,1097,859,88,10,3973
7/28/20 6:00 AM,549,1367,15127,1096,853,88,5,3800
7/28/20 5:00 AM,732,1824,20440,1095,855,88,5,3537
7/28/20 4:00 AM,1118,2005,23746,1097,864,88,3,3385
7/28/20 3:00 AM,1408,2056,25451,1093,861,88,122,3328
7/28/20 2:00 AM,1419,2075,25580,1093,876,88,2505,3183
7/28/20 1:00 AM,1337,1859,24318,1094,854,89,7573,3074
7/28/20 12:00 AM,1144,1640,22833,1093,839,88,10233,2764
7/27/20 11:00 PM,1102,1497,20759,1094,845,88,11415,2391
7/27/20 10:00 PM,1100,1098,19450,1094,855,88,11682,1903
7/27/20 9:00 PM,1081,892,17029,1097,869,88,12154,1643
7/27/20 8:00 PM,872,686,15275,1099,869,89,12266,1190
7/27/20 7:00 PM,581,658,13342,1097,851,88,12123,944
7/27/20 6:00 PM,550,617,12144,1096,805,88,11887,845
7/27/20 5:00 PM,550,595,11297,1096,791,88,11275,1034
7/27/20 4:00 PM,550,579,10534,1095,793,88,10238,1212
7/27/20 3:00 PM,552,795,10833,1093,833,88,8083,1444
7/27/20 2:00 PM,554,890,12471,1093,834,88,2899,1652
7/27/20 1:00 PM,555,719,12487,1092,806,88,20,1898
7/27/20 12:00 PM,555,703,11289,1092,780,89,4,2117
7/27/20 11:00 AM,554,702,10987,1094,779,88,5,2038
7/27/20 10:00 AM,552,715,11219,1095,795,88,7,2192
7/27/20 9:00 AM,552,712,11248,1097,830,88,7,2755
7/27/20 8:00 AM,555,764,11592,1097,843,89,8,3090
7/27/20 7:00 AM,554,926,12943,1096,860,89,9,3474
7/27/20 6:00 AM,631,1348,14474,1097,864,89,9,3857
7/27/20 5:00 AM,997,1634,17543,1096,864,88,9,2937
7/27/20 4:00 AM,1194,1824,19540,1096,878,89,22,2502
7/27/20 3:00 AM,1321,2089,20534,1093,885,88,86,2408
7/27/20 2:00 AM,1087,1876,20592,1093,888,88,2594,2478
7/27/20 1:00 AM,1012,1621,18546,1095,869,88,7340,2135
7/27/20 12:00 AM,964,1625,15998,1096,877,88,9934,1943
7/26/20 11:00 PM,949,1608,13798,1096,883,87,10779,1349
7/26/20 10:00 PM,933,1290,11204,1099,864,88,11825,1085
7/26/20 9:00 PM,841,964,10057,1098,866,88,11911,652
7/26/20 8:00 PM,794,755,8596,1099,838,88,11899,626
7/26/20 7:00 PM,797,670,7543,1097,800,88,11963,508
7/26/20 6:00 PM,799,606,6660,1096,777,88,12222,483
7/26/20 5:00 PM,799,595,6235,1094,772,88,11692,566
7/26/20 4:00 PM,800,603,6349,1093,778,89,10575,738
7/26/20 3:00 PM,803,703,6944,1094,774,89,8314,1055
7/26/20 2:00 PM,801,810,7827,1095,820,89,3105,1244
7/26/20 1:00 PM,603,780,8986,1094,825,89,20,1403
7/26/20 12:00 PM,554,772,9213,1095,822,89,6,1497
7/26/20 11:00 AM,552,757,9315,1094,833,88,5,1721
7/26/20 10:00 AM,551,852,9830,1095,819,89,7,1871
7/26/20 9:00 AM,553,886,10029,1097,833,89,7,2212
7/26/20 8:00 AM,555,923,11463,1098,847,88,7,2305
7/26/20 7:00 AM,569,1280,12414,1098,820,89,6,2439
7/26/20 6:00 AM,634,1577,13190,1097,833,88,7,2803
7/26/20 5:00 AM,934,1623,15135,1096,837,88,7,2897
7/26/20 4:00 AM,1286,2048,16659,1096,845,88,20,2871
7/26/20 3:00 AM,1332,2241,17088,1094,841,89,88,2428
7/26/20 2:00 AM,1098,2078,17288,1093,843,87,2787,2243
7/26/20 1:00 AM,1086,1694,15422,1092,818,88,7800,2094
7/26/20 12:00 AM,1069,1574,12944,1094,836,88,10397,1846
7/25/20 11:00 PM,1065,1568,10804,1096,814,88,11519,1089
7/25/20 10:00 PM,1033,1160,9472,1097,809,88,12150,684
7/25/20 9:00 PM,846,878,8098,1094,785,88,12465,488
7/25/20 8:00 PM,676,729,6819,1099,744,87,12517,331
7/25/20 7:00 PM,615,681,6617,1097,730,88,12492,241
7/25/20 6:00 PM,617,655,6249,1097,737,88,12144,239
7/25/20 5:00 PM,619,654,6318,1097,737,89,11623,338
7/25/20 4:00 PM,617,644,6355,1095,728,89,10655,534
7/25/20 3:00 PM,618,789,6584,1092,758,88,8256,735
7/25/20 2:00 PM,614,888,7209,1091,793,89,3217,1242
7/25/20 1:00 PM,561,870,8069,1092,795,88,20,1785
7/25/20 12:00 PM,557,848,7843,1094,796,89,5,2281
7/25/20 11:00 AM,557,836,8080,1095,802,88,5,2678
7/25/20 10:00 AM,554,863,8204,1095,802,89,7,2752
7/25/20 9:00 AM,554,898,8802,1096,831,89,7,3274
7/25/20 8:00 AM,555,1004,9718,1098,845,84,7,3221
7/25/20 7:00 AM,551,1115,10467,1098,866,88,7,3400
7/25/20 6:00 AM,580,1450,11833,1100,862,89,7,3611
7/25/20 5:00 AM,906,1657,13722,1100,854,89,7,3761
7/25/20 4:00 AM,1099,1779,14705,1097,859,88,40,3871
7/25/20 3:00 AM,1341,1967,15808,1096,871,89,110,3767
7/25/20 2:00 AM,1099,1867,16079,1095,868,88,2952,3231
7/25/20 1:00 AM,1090,1584,14039,1093,858,88,7798,2676
7/25/20 12:00 AM,1073,1580,12668,1090,811,89,10464,2376
7/24/20 11:00 PM,1062,1478,10421,1090,775,88,11614,1902
7/24/20 10:00 PM,1024,1018,9445,1092,757,89,12216,1447
7/24/20 9:00 PM,839,894,8710,1094,759,88,12501,1077
7/24/20 8:00 PM,656,799,8108,1100,782,88,12536,876
7/24/20 7:00 PM,600,683,7325,1099,782,88,12535,723
7/24/20 6:00 PM,601,615,7009,1098,775,88,12234,835
7/24/20 5:00 PM,609,608,6549,1096,747,88,11669,852
7/24/20 4:00 PM,622,594,6352,1096,755,89,10575,973
7/24/20 3:00 PM,623,596,6869,1093,796,88,8216,1267
7/24/20 2:00 PM,623,729,7471,1093,828,89,3087,1840
7/24/20 1:00 PM,557,549,7823,1091,838,89,21,2375
7/24/20 12:00 PM,552,526,7387,1090,815,89,6,2755
7/24/20 11:00 AM,551,515,7239,1090,791,89,6,2761
7/24/20 10:00 AM,550,542,7314,1094,790,89,7,2943
7/24/20 9:00 AM,549,665,7752,1097,793,89,7,3196
7/24/20 8:00 AM,552,727,8719,1102,832,88,7,3535
7/24/20 7:00 AM,557,879,9954,1102,837,88,8,3495
7/24/20 6:00 AM,663,1056,11052,1101,849,88,7,3626
7/24/20 5:00 AM,998,1429,12830,1100,865,89,8,3941
7/24/20 4:00 AM,1122,2003,14638,1099,872,89,216,3706
7/24/20 3:00 AM,1336,2101,15701,1098,868,89,297,3486
7/24/20 2:00 AM,1117,1756,14219,1099,846,89,2949,3634
7/24/20 1:00 AM,1089,1628,12544,1097,811,89,7886,3565
7/24/20 12:00 AM,1090,1505,11188,1096,809,89,10558,3258
7/23/20 11:00 PM,1049,1404,9907,1096,787,89,11320,3088
7/23/20 10:00 PM,1002,1346,8737,1101,771,89,12289,2861
7/23/20 9:00 PM,814,770,8163,1102,769,89,12314,1918
7/23/20 8:00 PM,680,706,7658,1102,765,89,12350,1601
7/23/20 7:00 PM,561,660,7212,1103,771,89,12391,1164
7/23/20 6:00 PM,552,635,6886,1104,780,42,12313,961
7/23/20 5:00 PM,551,613,7147,1102,759,88,11618,902
7/23/20 4:00 PM,553,572,7003,1098,760,89,10740,1256
7/23/20 3:00 PM,554,602,7073,1098,791,88,8261,1598
7/23/20 2:00 PM,554,712,8082,1099,833,81,3338,2230
7/23/20 1:00 PM,554,643,8813,1098,831,53,32,2145
7/23/20 12:00 PM,553,531,8129,1102,811,46,6,2219
7/23/20 11:00 AM,552,510,7534,1102,777,46,6,2742
7/23/20 10:00 AM,552,520,7805,1103,773,46,8,2931
7/23/20 9:00 AM,552,510,8981,1103,808,46,8,2871
7/23/20 8:00 AM,553,678,9789,1103,820,46,9,2735
7/23/20 7:00 AM,555,895,10829,1102,840,46,6,2923
7/23/20 6:00 AM,563,1186,12080,1105,854,46,6,3110
7/23/20 5:00 AM,766,1726,14564,1103,849,46,7,3161
7/23/20 4:00 AM,1148,2006,17272,1102,814,46,14,3089
7/23/20 3:00 AM,1504,2013,17217,1103,802,47,99,2910
7/23/20 2:00 AM,1301,1609,16643,1102,803,47,2910,2805
7/23/20 1:00 AM,1269,1453,14239,1100,777,47,7775,2865
7/23/20 12:00 AM,1260,1468,12936,1102,734,47,10154,2782
7/22/20 11:00 PM,1258,1438,11205,1103,633,46,11480,2688
7/22/20 10:00 PM,1254,1343,9937,1102,624,47,12208,2483
7/22/20 9:00 PM,1179,821,8217,1104,621,46,12607,2018
7/22/20 8:00 PM,997,678,7749,1103,630,46,12700,1333
7/22/20 7:00 PM,710,666,7182,1103,614,47,12706,1081
7/22/20 6:00 PM,690,643,6898,1103,621,46,12470,990
7/22/20 5:00 PM,698,617,7025,1102,643,46,11911,747
7/22/20 4:00 PM,737,619,6964,1101,625,46,10765,656
7/22/20 3:00 PM,775,614,7207,1103,733,46,8415,799
7/22/20 2:00 PM,751,718,9634,1103,815,46,3297,1351
7/22/20 1:00 PM,585,576,10052,1103,806,46,32,1524
7/22/20 12:00 PM,561,555,9245,1103,763,46,6,1863
7/22/20 11:00 AM,561,552,8591,1101,754,46,6,1974
7/22/20 10:00 AM,560,572,8583,1102,781,46,8,2451
7/22/20 9:00 AM,561,612,9118,1102,844,46,8,2727
7/22/20 8:00 AM,560,666,10274,1102,833,46,9,3043
7/22/20 7:00 AM,558,785,12056,1102,845,46,10,3323
7/22/20 6:00 AM,601,1159,13740,1105,846,46,10,3532
7/22/20 5:00 AM,1016,1444,16705,1104,815,46,10,3419
7/22/20 4:00 AM,1121,1583,18881,1101,823,46,25,3903
7/22/20 3:00 AM,1395,1595,20459,1100,844,46,105,3693
7/22/20 2:00 AM,1374,1530,21524,1099,856,47,2463,3263
7/22/20 1:00 AM,1087,1618,19303,1100,855,46,7027,3101
7/22/20 12:00 AM,875,1473,18748,1100,838,47,8277,2533
7/21/20 11:00 PM,851,1221,17186,1101,849,46,10242,2172
7/21/20 10:00 PM,846,1102,15794,1099,878,47,10504,1767
7/21/20 9:00 PM,782,966,13415,1100,828,47,11496,1501
7/21/20 8:00 PM,712,839,11911,1100,817,87,11986,1140
7/21/20 7:00 PM,609,858,10084,1100,813,88,11883,1042
7/21/20 6:00 PM,622,780,9436,1100,785,88,11406,935
7/21/20 5:00 PM,575,692,8873,1099,791,88,11071,1071
7/21/20 4:00 PM,510,835,8310,1100,776,87,10008,1284
7/21/20 3:00 PM,460,889,8425,1099,793,88,8047,1771
7/21/20 2:00 PM,668,861,9094,1100,816,88,3173,2409
7/21/20 1:00 PM,586,615,9145,1098,771,89,29,2981
7/21/20 12:00 PM,560,559,8593,1099,765,88,4,3188
7/21/20 11:00 AM,560,557,8189,1100,762,88,5,3662
7/21/20 10:00 AM,556,569,8130,1100,766,88,6,3940
7/21/20 9:00 AM,554,609,8910,1098,771,88,6,4068
7/21/20 8:00 AM,555,678,9794,1100,796,88,6,4263
7/21/20 7:00 AM,606,992,11560,1100,826,88,6,4408
7/21/20 6:00 AM,629,1169,14509,1101,833,88,6,4429
7/21/20 5:00 AM,703,1387,16282,1100,831,76,7,4723
7/21/20 4:00 AM,838,1846,17959,1100,851,47,22,4810
7/21/20 3:00 AM,1066,1882,18973,1099,862,46,94,4892
7/21/20 2:00 AM,987,1812,19113,1100,861,47,2703,5034
7/21/20 1:00 AM,788,1586,17726,1099,855,47,7289,5103
7/21/20 12:00 AM,842,1329,16210,1100,840,47,9700,4771
7/20/20 11:00 PM,825,1140,15211,1099,847,47,10843,4373
7/20/20 10:00 PM,768,1015,14566,1100,840,47,11371,4164
7/20/20 9:00 PM,749,986,12708,1098,842,47,12171,3668
7/20/20 8:00 PM,752,1029,11561,1098,814,46,12410,3406
7/20/20 7:00 PM,600,756,10132,1099,764,47,12367,3439
7/20/20 6:00 PM,553,650,9157,1099,762,46,12054,3546
7/20/20 5:00 PM,556,605,9086,1097,750,46,11196,3704
7/20/20 4:00 PM,558,609,9037,1096,754,46,9989,3927
7/20/20 3:00 PM,580,626,9352,1096,778,46,7364,4038
7/20/20 2:00 PM,628,711,8661,1097,815,46,2783,4040
7/20/20 1:00 PM,556,598,8420,1096,777,46,24,4642
7/20/20 12:00 PM,556,557,7966,1096,764,46,5,4767
7/20/20 11:00 AM,555,553,7715,1095,760,46,5,4852
7/20/20 10:00 AM,552,556,7703,1094,757,46,7,4804
7/20/20 9:00 AM,552,579,7896,1094,780,46,8,4787
7/20/20 8:00 AM,552,608,9199,1093,820,46,8,4669
7/20/20 7:00 AM,556,981,10968,1095,822,46,19,4621
7/20/20 6:00 AM,581,1411,13394,1097,820,46,17,4779
7/20/20 5:00 AM,845,1617,16135,1097,814,46,17,4638
7/20/20 4:00 AM,1125,1839,17414,1097,801,46,31,4717
7/20/20 3:00 AM,1422,1862,18429,1097,799,46,120,4542
7/20/20 2:00 AM,1396,1790,17839,1099,808,46,2757,4522
7/20/20 1:00 AM,1181,1259,15859,1097,803,88,7637,4381
7/20/20 12:00 AM,1135,1265,14422,1096,808,88,10102,4120
7/19/20 11:00 PM,1135,1247,12336,1095,808,88,11168,4064
7/19/20 10:00 PM,1114,1126,10691,1095,817,88,11708,3746
7/19/20 9:00 PM,1111,965,9326,1095,814,88,11791,3401
7/19/20 8:00 PM,1074,824,7963,1095,781,79,12087,2926
7/19/20 7:00 PM,765,689,6870,1096,770,80,12205,2517
7/19/20 6:00 PM,701,650,6344,1096,754,88,11339,2381
7/19/20 5:00 PM,699,600,6138,1098,736,88,11083,2432
7/19/20 4:00 PM,681,605,6323,1099,739,89,10319,2560
7/19/20 3:00 PM,673,650,6464,1097,747,89,8012,2949
7/19/20 2:00 PM,650,652,6711,1097,815,88,3336,3302
7/19/20 1:00 PM,564,573,7043,1096,814,89,40,3572
7/19/20 12:00 PM,551,580,7968,1096,806,90,6,3633
7/19/20 11:00 AM,548,589,7944,1094,803,90,6,3770
7/19/20 10:00 AM,549,588,8594,1091,811,89,7,3992
7/19/20 9:00 AM,550,696,9820,1092,824,89,7,3913
7/19/20 8:00 AM,552,803,11136,1092,808,89,7,4037
7/19/20 7:00 AM,553,1071,11885,1095,822,89,6,4241
7/19/20 6:00 AM,615,1268,12922,1096,821,88,6,4121
7/19/20 5:00 AM,922,1713,16023,1094,822,87,7,4204
7/19/20 4:00 AM,1347,1793,18834,1095,821,88,37,4068
7/19/20 3:00 AM,1699,1811,19749,1094,836,88,133,3507
7/19/20 2:00 AM,1705,1651,19632,1095,816,88,2984,3149
7/19/20 1:00 AM,1462,1512,17475,1094,806,88,7933,2644
7/19/20 12:00 AM,1415,1323,16050,1093,810,88,10303,2334
7/18/20 11:00 PM,1417,1238,14456,1095,811,87,11512,1869
7/18/20 10:00 PM,1367,1197,12400,1096,807,88,12167,1357
7/18/20 9:00 PM,1328,924,10246,1095,768,88,12480,978
7/18/20 8:00 PM,1233,750,8690,1096,750,88,12550,710
7/18/20 7:00 PM,879,633,7979,1097,731,88,12579,703
7/18/20 6:00 PM,763,599,7161,1095,714,88,12392,542
7/18/20 5:00 PM,762,559,7291,1094,707,88,11784,571
7/18/20 4:00 PM,763,567,7062,1095,703,88,10708,853
7/18/20 3:00 PM,763,581,7502,1093,728,88,8643,1035
7/18/20 2:00 PM,703,601,8350,1093,769,89,3619,1324
7/18/20 1:00 PM,563,599,8337,1092,788,88,77,1724
7/18/20 12:00 PM,556,595,8397,1095,791,88,6,1867
7/18/20 11:00 AM,553,648,8560,1096,795,89,5,1757
7/18/20 10:00 AM,558,659,8724,1101,797,84,5,2141
7/18/20 9:00 AM,554,726,9410,1102,823,83,5,2354
7/18/20 8:00 AM,556,850,10935,1100,822,84,5,2686
7/18/20 7:00 AM,556,1358,12462,1100,828,84,5,2832
7/18/20 6:00 AM,621,1492,13897,1101,831,85,5,2910
7/18/20 5:00 AM,1064,1396,16928,1101,836,85,6,3094
7/18/20 4:00 AM,1355,1755,19540,1136,834,84,27,3060
7/18/20 3:00 AM,1531,1908,20541,1133,850,85,125,2629
7/18/20 2:00 AM,1523,1691,20013,1133,838,85,2946,2377
7/18/20 1:00 AM,1380,1461,17522,1132,809,86,7997,2225
7/18/20 12:00 AM,1371,1419,15411,1133,794,84,10542,2509
7/17/20 11:00 PM,1370,1231,13946,1132,806,84,11479,2593
7/17/20 10:00 PM,1369,1100,12909,1133,761,85,12280,1950
7/17/20 9:00 PM,1362,990,11307,1133,748,85,12580,1747
7/17/20 8:00 PM,1251,891,9199,2266,748,88,12679,1533
7/17/20 7:00 PM,1024,786,8401,2267,734,88,12668,1267
7/17/20 6:00 PM,973,674,7894,2267,720,88,12462,1134
7/17/20 5:00 PM,957,600,7791,2265,728,88,11876,1112
7/17/20 4:00 PM,1009,591,7827,2265,726,88,10888,1171
7/17/20 3:00 PM,958,602,8130,2263,761,88,8596,1301
7/17/20 2:00 PM,772,611,8471,2264,801,89,3544,1546
7/17/20 1:00 PM,565,577,9022,2261,802,88,107,1783
7/17/20 12:00 PM,554,564,8087,2263,761,89,4,1989
7/17/20 11:00 AM,555,587,8135,2263,780,89,5,2267
7/17/20 10:00 AM,553,581,7875,2261,804,89,6,2520
7/17/20 9:00 AM,553,633,8709,2263,806,89,6,2646
7/17/20 8:00 AM,553,740,10458,2263,767,89,6,2525
7/17/20 7:00 AM,551,1088,11394,2264,787,89,6,2931
7/17/20 6:00 AM,630,1835,12578,2263,816,88,6,3604
7/17/20 5:00 AM,904,2033,13944,2262,816,87,6,3732
7/17/20 4:00 AM,1222,1985,16650,2263,815,86,71,3572
7/17/20 3:00 AM,1453,2142,18407,2262,828,88,170,3125
7/17/20 2:00 AM,1435,1882,18972,2261,843,88,3144,2821
7/17/20 1:00 AM,1298,1734,17132,2259,826,88,7977,2669
7/17/20 12:00 AM,1276,1534,15604,2258,816,88,10443,2383
7/16/20 11:00 PM,1227,1264,14198,2257,816,89,11610,1866
7/16/20 10:00 PM,1229,1156,13348,2261,799,88,12216,1757
7/16/20 9:00 PM,1236,1058,11485,2258,770,88,12578,1438
7/16/20 8:00 PM,1247,821,9821,2261,768,89,12579,1371
7/16/20 7:00 PM,1187,700,9166,2264,765,88,12564,1085
7/16/20 6:00 PM,1186,634,8978,2263,523,88,12203,1018
7/16/20 5:00 PM,1184,586,8772,2263,762,88,11720,1042
7/16/20 4:00 PM,1187,581,8830,2262,758,89,10642,1110
7/16/20 3:00 PM,1182,596,8743,2264,767,89,8393,1456
7/16/20 2:00 PM,1102,678,8924,2261,824,89,3557,1728
7/16/20 1:00 PM,880,621,9080,2263,813,89,110,2132
7/16/20 12:00 PM,668,553,8278,2263,770,89,6,2320
7/16/20 11:00 AM,554,547,8192,2263,776,89,6,2378
7/16/20 10:00 AM,553,554,8086,2265,771,90,8,2708
7/16/20 9:00 AM,552,572,8446,2263,775,89,8,2958
7/16/20 8:00 AM,550,634,9541,2263,804,89,8,3509
7/16/20 7:00 AM,552,1116,10975,2264,806,89,8,3522
7/16/20 6:00 AM,571,1456,12447,2265,815,89,8,3788
7/16/20 5:00 AM,891,1799,15722,2265,818,88,8,3769
7/16/20 4:00 AM,1302,1941,18580,2265,816,89,53,3659
7/16/20 3:00 AM,1570,1977,19429,2264,815,88,139,3456
7/16/20 2:00 AM,1511,1959,19852,2264,847,88,3049,3177
7/16/20 1:00 AM,1374,1700,16899,2262,823,88,8097,2665
7/16/20 12:00 AM,1374,1536,15481,2262,808,88,10508,2389
7/15/20 11:00 PM,1365,1349,14707,2261,791,89,11557,1796
7/15/20 10:00 PM,1351,1338,13866,2260,794,89,12216,1339
7/15/20 9:00 PM,1350,1233,12760,2261,782,88,12494,903
7/15/20 8:00 PM,1259,896,11033,2260,756,88,12592,749
7/15/20 7:00 PM,1184,737,9586,2262,730,88,12531,742
7/15/20 6:00 PM,1188,620,8830,2262,723,88,12291,726
7/15/20 5:00 PM,1188,582,8515,2265,717,88,11609,847
7/15/20 4:00 PM,1189,573,8750,2266,726,89,10556,1315
7/15/20 3:00 PM,1189,584,8885,2268,751,89,8338,1914
7/15/20 2:00 PM,1185,689,9623,2270,811,89,3571,2232
7/15/20 1:00 PM,1038,626,9545,2268,813,89,151,2336
7/15/20 12:00 PM,754,514,9175,2268,770,89,27,2836
7/15/20 11:00 AM,558,505,9115,2270,768,89,27,3056
7/15/20 10:00 AM,550,500,9131,2270,764,89,27,3213
7/15/20 9:00 AM,551,498,9222,2267,784,90,27,3583
7/15/20 8:00 AM,551,538,10166,2268,806,90,27,3759
7/15/20 7:00 AM,562,775,11640,2267,816,89,28,3570
7/15/20 6:00 AM,651,1241,13735,2269,820,89,28,3286
7/15/20 5:00 AM,839,1556,18034,2268,814,89,28,3518
7/15/20 4:00 AM,1047,1714,20050,2267,825,89,61,3773
7/15/20 3:00 AM,1277,1919,21353,2269,823,89,159,3761
7/15/20 2:00 AM,1283,1875,21052,2267,827,89,3079,3884
7/15/20 1:00 AM,1284,1698,18726,2268,843,89,7747,3705
7/15/20 12:00 AM,1283,1438,17692,2269,821,89,10148,3371
7/14/20 11:00 PM,1283,1338,17049,2269,815,89,11169,2895
7/14/20 10:00 PM,1282,1146,14939,2269,812,89,12189,2424
7/14/20 9:00 PM,1283,1003,12813,2270,785,89,12497,2125
7/14/20 8:00 PM,1254,918,11181,2269,740,89,12558,1900
7/14/20 7:00 PM,1189,725,10210,2269,739,89,12649,1744
7/14/20 6:00 PM,1190,637,9036,2269,729,88,12371,1506
7/14/20 5:00 PM,1189,575,8706,2268,722,88,11914,1406
7/14/20 4:00 PM,1190,593,8665,2269,726,89,10931,1419
7/14/20 3:00 PM,1189,615,8911,2269,761,89,8703,1607
7/14/20 2:00 PM,1186,675,9833,2269,807,89,3627,1924
7/14/20 1:00 PM,1021,633,9975,2267,815,88,154,2090
7/14/20 12:00 PM,742,541,9533,2268,793,89,27,2293
7/14/20 11:00 AM,560,538,9136,2268,791,89,27,2824
7/14/20 10:00 AM,551,553,9674,2267,801,89,29,2745
7/14/20 9:00 AM,552,562,9619,2267,840,89,29,3140
7/14/20 8:00 AM,552,590,11055,2267,843,89,29,3051
7/14/20 7:00 AM,553,977,13336,2267,821,89,29,3150
7/14/20 6:00 AM,574,1249,16249,2267,823,89,29,3045
7/14/20 5:00 AM,886,1493,19817,2265,829,89,29,3102
7/14/20 4:00 AM,1076,1904,22332,2266,832,88,57,3207
7/14/20 3:00 AM,1127,1935,23997,2264,833,87,159,3366
7/14/20 2:00 AM,1274,1719,24679,2264,834,88,3032,3228
7/14/20 1:00 AM,1470,1592,22540,2264,823,88,7872,3208
7/14/20 12:00 AM,1476,1518,20838,2266,823,89,10211,3002
7/13/20 11:00 PM,1424,1665,19593,2267,821,88,11210,3287
7/13/20 10:00 PM,1248,1677,18621,2265,826,88,12058,3086
7/13/20 9:00 PM,1186,1362,17410,2265,811,89,12073,2676
7/13/20 8:00 PM,1186,819,16018,2264,781,88,12476,2290
7/13/20 7:00 PM,1187,683,13277,2265,747,88,12448,2057
7/13/20 6:00 PM,1190,655,11825,2267,737,88,12120,1722
7/13/20 5:00 PM,1186,626,11028,2266,754,83,11545,1678
7/13/20 4:00 PM,1187,637,10551,2268,747,83,10545,1806
7/13/20 3:00 PM,1189,637,10280,2269,786,88,8301,1923
7/13/20 2:00 PM,1071,729,11395,2269,796,89,3640,2297
7/13/20 1:00 PM,852,695,11138,2269,770,89,82,2565
7/13/20 12:00 PM,635,588,10386,2270,755,88,5,2629
7/13/20 11:00 AM,550,573,10063,2270,748,89,5,3006
7/13/20 10:00 AM,551,597,10884,2270,785,88,7,3002
7/13/20 9:00 AM,549,668,11899,2271,804,88,8,3074
7/13/20 8:00 AM,549,726,13097,2271,805,88,8,3219
7/13/20 7:00 AM,552,1134,15046,2269,806,89,9,3646
7/13/20 6:00 AM,783,1698,18177,2269,813,88,9,3577
7/13/20 5:00 AM,1270,1932,21964,2267,799,88,9,3313
7/13/20 4:00 AM,1676,2004,25422,2267,798,88,32,3217
7/13/20 3:00 AM,1714,2213,26964,2266,811,78,145,2931
7/13/20 2:00 AM,1710,1961,27616,2269,806,88,3046,2767
7/13/20 1:00 AM,1627,1757,25142,2269,793,88,7620,2863
7/13/20 12:00 AM,1611,1491,23535,2269,795,88,9994,2541
