Date,Coal,Hydro,Gas,Nuclear,Other,Petroleum,Solar,Wind
1/30/22 8:00 AM,292,1597,10501,2260,786,46,0,1047
1/30/22 7:00 AM,293,2074,10679,2261,1015,46,-8,1001
1/30/22 6:00 AM,293,2156,11013,2259,853,46,-8,1032
1/30/22 5:00 AM,293,2561,11546,2260,922,46,3,1035
1/30/22 4:00 AM,293,2662,11768,2259,1175,46,3,830
1/30/22 3:00 AM,292,2745,12516,2258,1064,46,0,731
1/30/22 2:00 AM,293,2797,12181,2260,1296,46,1,577
1/30/22 1:00 AM,294,2904,10841,2259,1000,46,346,417
1/30/22 12:00 AM,295,2331,8889,2258,642,46,2745,387
1/29/22 11:00 PM,294,1587,7335,2258,625,46,4512,388
1/29/22 10:00 PM,295,1134,6872,2259,491,46,6241,411
1/29/22 9:00 PM,295,1093,6970,2258,483,46,6625,529
1/29/22 8:00 PM,294,1093,7045,2260,477,46,6621,616
1/29/22 7:00 PM,294,1208,7537,2260,480,46,7345,716
1/29/22 6:00 PM,293,1348,7366,2263,587,46,6392,727
1/29/22 5:00 PM,293,1524,7488,2262,608,46,5643,747
1/29/22 4:00 PM,292,1946,8754,2263,669,45,3375,984
1/29/22 3:00 PM,294,2076,10577,2262,672,46,330,1028
1/29/22 2:00 PM,292,2045,9811,2263,650,46,-7,1131
1/29/22 1:00 PM,293,1772,9674,2263,578,46,-6,1063
1/29/22 12:00 PM,291,1464,10030,2261,528,46,-6,986
1/29/22 11:00 AM,291,1316,10469,2262,541,46,-6,922
1/29/22 10:00 AM,291,1301,10475,2262,590,46,-6,894
1/29/22 9:00 AM,291,1557,10886,2261,601,46,-9,976
1/29/22 8:00 AM,291,1425,11555,2261,607,46,-9,1231
1/29/22 7:00 AM,292,1549,12315,2260,758,46,-9,1284
1/29/22 6:00 AM,295,1695,13563,2260,756,46,-3,1315
1/29/22 5:00 AM,296,2112,13996,2261,1323,46,-3,967
1/29/22 4:00 AM,294,2529,14430,2261,1067,46,-1,815
1/29/22 3:00 AM,293,2449,14949,2260,1463,46,-3,850
1/29/22 2:00 AM,295,2555,15764,2263,1567,46,181,1221
1/29/22 1:00 AM,295,2400,12746,2260,1302,46,446,1244
1/29/22 12:00 AM,294,1725,9559,2261,519,46,4881,1584
1/28/22 11:00 PM,291,1254,8132,2260,498,46,7856,1775
1/28/22 10:00 PM,291,1221,8044,2261,478,46,9298,1695
1/28/22 9:00 PM,294,1051,8109,2259,476,46,9880,1602
1/28/22 8:00 PM,293,1214,7817,2260,478,46,10466,1319
1/28/22 7:00 PM,293,1167,8125,2261,551,46,10324,1262
1/28/22 6:00 PM,292,1338,8281,2261,578,46,9057,1266
1/28/22 5:00 PM,291,1449,9565,2261,773,46,7683,1146
1/28/22 4:00 PM,292,1926,12263,2263,764,46,4038,1263
1/28/22 3:00 PM,292,2212,14607,2263,1070,46,458,1259
1/28/22 2:00 PM,293,1847,13210,2262,826,46,-7,1301
1/28/22 1:00 PM,293,1506,12108,2263,583,46,-6,1273
1/28/22 12:00 PM,292,1360,11534,2262,585,46,-6,1419
1/28/22 11:00 AM,293,1276,11831,2262,582,46,-6,1360
1/28/22 10:00 AM,292,1249,11968,2261,577,46,-6,1175
1/28/22 9:00 AM,293,1278,11996,2259,610,46,-9,1400
1/28/22 8:00 AM,293,1463,11589,2260,614,46,-9,1552
1/28/22 7:00 AM,294,1430,12071,2261,713,46,-9,1770
1/28/22 6:00 AM,295,1497,12643,2264,715,46,14,1971
1/28/22 5:00 AM,295,1961,12850,2261,1215,46,31,1671
1/28/22 4:00 AM,295,2184,13368,2261,1249,46,33,1548
1/28/22 3:00 AM,295,2198,14094,2260,1202,46,42,1571
1/28/22 2:00 AM,294,2300,14321,2261,1544,46,32,1409
1/28/22 1:00 AM,294,2000,12588,2262,1567,46,476,1328
1/28/22 12:00 AM,296,1661,8798,2259,593,46,6191,1369
1/27/22 11:00 PM,296,1079,6618,2260,473,46,10811,1322
1/27/22 10:00 PM,294,1011,6100,2261,436,46,12001,1226
1/27/22 9:00 PM,295,1016,5975,2258,430,46,11898,1056
1/27/22 8:00 PM,295,1077,5711,2258,445,46,11755,980
1/27/22 7:00 PM,296,1102,5764,2258,461,46,11856,765
1/27/22 6:00 PM,295,1126,6475,2261,491,46,12019,668
1/27/22 5:00 PM,294,1319,7728,2259,527,46,11076,685
1/27/22 4:00 PM,295,1831,11704,2261,774,46,6088,658
1/27/22 3:00 PM,295,1950,15915,2261,966,46,418,688
1/27/22 2:00 PM,296,1735,14306,2262,722,46,0,570
1/27/22 1:00 PM,295,1544,12506,2261,565,46,0,580
1/27/22 12:00 PM,295,1348,12230,2260,567,46,0,615
1/27/22 11:00 AM,294,1260,11952,2261,572,46,0,573
1/27/22 10:00 AM,294,1270,11569,2261,566,46,0,653
1/27/22 9:00 AM,293,1338,11908,2261,584,46,0,691
1/27/22 8:00 AM,292,1452,11781,2261,587,46,0,694
1/27/22 7:00 AM,292,1875,12340,2261,643,46,-9,657
1/27/22 6:00 AM,290,2027,13635,2260,815,46,-9,722
1/27/22 5:00 AM,292,2139,14153,2260,1387,46,-4,760
1/27/22 4:00 AM,292,2160,14622,2261,1379,46,-1,717
1/27/22 3:00 AM,293,2322,15089,2259,1441,46,-4,696
1/27/22 2:00 AM,294,2539,15164,2261,1565,46,11,685
1/27/22 1:00 AM,294,2605,12984,2261,1517,46,391,641
1/27/22 12:00 AM,294,1761,9556,2262,604,46,6158,606
1/26/22 11:00 PM,292,1204,7518,2261,495,46,10535,645
1/26/22 10:00 PM,292,1024,6806,2261,471,46,12041,692
1/26/22 9:00 PM,293,1075,6642,2261,466,46,11866,694
1/26/22 8:00 PM,294,1085,6650,2261,472,46,11699,489
1/26/22 7:00 PM,294,1123,6302,2260,467,46,11749,474
1/26/22 6:00 PM,293,1186,6732,2260,504,46,11788,497
1/26/22 5:00 PM,292,1445,7822,2260,628,46,10679,516
1/26/22 4:00 PM,293,1901,11818,2260,1258,46,5822,549
1/26/22 3:00 PM,292,2005,15223,2262,1259,46,356,561
1/26/22 2:00 PM,293,1581,13785,2263,869,46,0,647
1/26/22 1:00 PM,295,1474,12643,2262,655,46,0,649
1/26/22 12:00 PM,292,1296,12028,2263,548,46,0,593
1/26/22 11:00 AM,295,1190,11558,2265,556,46,0,697
1/26/22 10:00 AM,294,1204,11229,2264,581,46,0,732
1/26/22 9:00 AM,291,1260,11103,2263,613,46,0,934
1/26/22 8:00 AM,292,1562,11148,2264,639,46,0,1126
1/26/22 7:00 AM,290,1724,11721,2267,642,46,0,1308
1/26/22 6:00 AM,291,2111,12669,2266,945,46,0,1422
1/26/22 5:00 AM,292,2120,13745,2263,1209,46,-5,1419
1/26/22 4:00 AM,291,2176,14039,2264,1395,46,-5,1518
1/26/22 3:00 AM,291,2525,13728,2263,1745,46,-6,1592
1/26/22 2:00 AM,291,2657,14293,2263,1714,46,219,1381
1/26/22 1:00 AM,292,2562,12614,2264,1283,46,411,1453
1/26/22 12:00 AM,291,1785,9054,2263,527,46,5698,2037
1/25/22 11:00 PM,292,1310,7262,2263,516,46,9850,1834
1/25/22 10:00 PM,289,1155,6568,2262,493,46,11649,1572
1/25/22 9:00 PM,292,1211,6379,2263,491,20,11572,1440
1/25/22 8:00 PM,291,1240,6461,2263,489,-4,11295,1488
1/25/22 7:00 PM,290,1182,6662,2264,513,-4,11642,1551
1/25/22 6:00 PM,293,1226,6556,2262,524,-4,10938,1574
1/25/22 5:00 PM,290,1392,8006,2263,664,-3,9786,764
1/25/22 4:00 PM,290,1978,11875,2263,951,-3,5215,958
1/25/22 3:00 PM,288,2088,13951,2263,874,-3,280,1955
1/25/22 2:00 PM,290,1818,12252,2263,720,-3,0,2222
1/25/22 1:00 PM,292,1549,10832,2264,628,-3,0,2160
1/25/22 12:00 PM,292,1331,10639,2264,543,-3,0,2144
1/25/22 11:00 AM,291,1222,10593,2265,544,-3,0,1685
1/25/22 10:00 AM,291,1162,10344,2265,557,-3,0,1977
1/25/22 9:00 AM,292,1397,10298,2265,588,-3,0,2099
1/25/22 8:00 AM,292,1431,10617,2263,693,-3,0,2285
1/25/22 7:00 AM,294,1583,11320,2263,696,-3,0,1929
1/25/22 6:00 AM,292,1933,12028,2263,905,-3,4,2040
1/25/22 5:00 AM,290,2173,12805,2262,1056,-3,6,2057
1/25/22 4:00 AM,291,2396,13265,2262,1395,-3,-6,2150
1/25/22 3:00 AM,291,2493,13169,2262,1605,0,-6,2841
1/25/22 2:00 AM,294,2780,13673,2263,1824,0,-7,2521
1/25/22 1:00 AM,295,2570,12429,2264,1642,0,330,1823
1/25/22 12:00 AM,294,1939,8754,2264,595,0,5618,1316
1/24/22 11:00 PM,295,1354,6646,2263,500,0,10745,910
1/24/22 10:00 PM,292,1111,6287,2264,481,-1,11631,624
1/24/22 9:00 PM,294,1060,6014,2263,481,0,11486,440
1/24/22 8:00 PM,293,1111,6078,2263,481,-1,11247,425
1/24/22 7:00 PM,294,1131,5806,2263,494,0,11408,391
1/24/22 6:00 PM,293,1187,6096,2263,499,-1,11996,334
1/24/22 5:00 PM,295,1209,8264,2264,761,0,10579,500
1/24/22 4:00 PM,293,1839,10568,2263,848,0,5864,697
1/24/22 3:00 PM,293,2227,14245,2263,1387,-1,334,671
1/24/22 2:00 PM,293,1831,12520,2262,977,0,0,818
1/24/22 1:00 PM,295,1569,11097,2265,607,-1,0,1129
1/24/22 12:00 PM,292,1296,10092,2264,595,-1,0,1219
1/24/22 11:00 AM,292,1265,9607,2265,590,0,0,1368
1/24/22 10:00 AM,294,1203,9172,2264,601,0,0,1435
1/24/22 9:00 AM,294,1167,9858,2264,676,0,0,1238
1/24/22 8:00 AM,294,1220,9672,2265,605,0,0,1340
1/24/22 7:00 AM,292,1249,10624,2264,610,-1,4,1325
1/24/22 6:00 AM,289,1675,11671,2264,691,-1,4,1237
1/24/22 5:00 AM,290,1929,12337,2264,938,-1,6,1041
1/24/22 4:00 AM,291,1932,12468,2264,1407,-1,5,1026
1/24/22 3:00 AM,292,2137,12867,2262,1443,-1,4,1049
1/24/22 2:00 AM,292,2167,13165,2264,1593,-2,1,679
1/24/22 1:00 AM,292,2432,11478,2263,1391,-2,253,347
1/24/22 12:00 AM,291,1777,7288,2263,580,-2,5438,255
1/23/22 11:00 PM,290,1245,5659,2264,501,-2,9493,206
1/23/22 10:00 PM,291,1107,5016,2265,489,-2,11501,330
1/23/22 9:00 PM,294,1076,4049,2264,488,-1,11456,428
1/23/22 8:00 PM,292,1064,4702,2263,487,0,11306,512
1/23/22 7:00 PM,292,1120,4599,2264,490,0,11284,690
1/23/22 6:00 PM,293,1144,4162,2263,487,0,11465,731
1/23/22 5:00 PM,295,1270,4355,2263,677,0,10425,717
1/23/22 4:00 PM,294,1688,6222,2263,777,0,5608,866
1/23/22 3:00 PM,293,1861,9522,2263,898,0,290,1004
1/23/22 2:00 PM,295,1759,9640,2265,772,0,0,911
1/23/22 1:00 PM,295,1615,9262,2264,630,0,0,898
1/23/22 12:00 PM,295,1390,9077,2264,603,0,0,945
1/23/22 11:00 AM,294,1424,9277,2265,603,0,0,1021
1/23/22 10:00 AM,295,1275,9344,2266,610,0,0,1148
1/23/22 9:00 AM,293,1157,9993,2265,688,0,0,1196
1/23/22 8:00 AM,294,1692,9695,2264,689,0,0,1254
1/23/22 7:00 AM,293,1855,9643,2266,718,0,0,1488
1/23/22 6:00 AM,293,2042,10493,2264,876,0,4,1526
1/23/22 5:00 AM,293,2335,10775,2264,1021,0,4,1568
1/23/22 4:00 AM,292,2290,11171,2262,1272,0,3,1279
1/23/22 3:00 AM,293,2569,11621,2264,1153,0,3,1108
1/23/22 2:00 AM,293,2753,11241,2265,1498,0,2,1219
1/23/22 1:00 AM,296,2672,9900,2265,926,0,204,1367
1/23/22 12:00 AM,294,1786,7318,2263,681,0,4573,1780
1/22/22 11:00 PM,293,1403,4628,2265,490,0,8333,2604
1/22/22 10:00 PM,293,1109,4534,2267,475,0,9884,2870
1/22/22 9:00 PM,296,1069,4414,2266,475,0,9766,2811
1/22/22 8:00 PM,295,1071,4624,2267,485,0,9797,3234
1/22/22 7:00 PM,296,1210,4341,2267,478,0,9835,2859
1/22/22 6:00 PM,296,1266,4461,2264,514,0,10058,2682
1/22/22 5:00 PM,293,1304,4453,2265,543,0,9067,2977
1/22/22 4:00 PM,292,1625,6118,2266,879,0,4362,3149
1/22/22 3:00 PM,293,1941,7251,2265,847,0,61,2985
1/22/22 2:00 PM,292,1752,6899,2265,714,0,0,3225
1/22/22 1:00 PM,295,1586,6905,2266,610,0,0,3389
1/22/22 12:00 PM,296,1484,6648,2263,580,0,0,3217
1/22/22 11:00 AM,296,1419,6800,2266,570,0,0,3217
1/22/22 10:00 AM,297,1399,7212,2266,627,0,0,3119
1/22/22 9:00 AM,300,1243,7683,2266,621,0,0,3111
1/22/22 8:00 AM,299,1340,8207,2266,618,0,0,3255
1/22/22 7:00 AM,295,1501,8333,2266,793,0,35,3652
1/22/22 6:00 AM,294,1628,9968,2265,738,0,35,3903
1/22/22 5:00 AM,293,1789,10543,2266,1169,0,51,3759
1/22/22 4:00 AM,293,2105,11289,2264,920,0,53,3958
1/22/22 3:00 AM,293,2100,11907,2263,1517,0,51,3358
1/22/22 2:00 AM,292,2367,11819,2262,1504,0,51,3281
1/22/22 1:00 AM,290,2342,10683,2263,1375,0,142,3464
1/22/22 12:00 AM,291,1856,7239,2264,776,-1,3778,3914
1/21/22 11:00 PM,290,1333,5681,2265,517,-1,9007,3813
1/21/22 10:00 PM,291,1208,4694,2264,507,-1,9600,3554
1/21/22 9:00 PM,292,1083,4790,2266,506,-1,9970,3811
1/21/22 8:00 PM,291,1143,4867,2267,508,-1,10135,3150
1/21/22 7:00 PM,292,1095,4856,2265,514,-1,10123,2563
1/21/22 6:00 PM,294,1116,5338,2265,590,0,9954,2502
1/21/22 5:00 PM,290,1447,5790,2266,634,-1,8513,3040
1/21/22 4:00 PM,290,1707,8591,2266,737,-1,4658,3153
1/21/22 3:00 PM,290,1824,11014,2265,953,-1,265,3192
1/21/22 2:00 PM,291,1675,9491,2263,746,-1,0,3686
1/21/22 1:00 PM,292,1426,7804,2267,554,-1,0,2860
1/21/22 12:00 PM,293,1263,7442,2265,545,-1,0,2449
1/21/22 11:00 AM,290,1171,7644,2265,545,-1,0,1973
1/21/22 10:00 AM,290,1197,7806,2266,540,-1,0,1821
1/21/22 9:00 AM,290,1191,8073,2266,582,-1,0,2010
1/21/22 8:00 AM,290,1509,8641,2268,726,-1,2,1524
1/21/22 7:00 AM,290,1754,9417,2267,723,-1,2,1068
1/21/22 6:00 AM,291,1807,10803,2264,837,-1,41,1008
1/21/22 5:00 AM,291,1928,11714,2265,1111,-2,47,883
1/21/22 4:00 AM,292,2489,12262,2264,1487,-2,47,725
1/21/22 3:00 AM,290,2519,12864,2263,1797,-2,0,581
1/21/22 2:00 AM,293,2820,13468,2264,1888,-2,-1,449
1/21/22 1:00 AM,292,2709,11862,2265,1668,-2,250,332
1/21/22 12:00 AM,294,1947,8106,2264,511,-2,4761,308
1/20/22 11:00 PM,293,1330,6100,2265,656,46,10046,252
1/20/22 10:00 PM,292,1142,5654,2266,457,46,11259,238
1/20/22 9:00 PM,292,1159,5465,2265,463,46,11103,220
1/20/22 8:00 PM,293,1162,5635,2266,464,46,11052,331
1/20/22 7:00 PM,293,1201,5382,2267,467,46,11127,474
1/20/22 6:00 PM,293,1219,6390,2266,474,46,11118,591
1/20/22 5:00 PM,293,1341,7520,2265,690,46,10029,598
1/20/22 4:00 PM,293,1871,10035,2267,780,44,5265,648
1/20/22 3:00 PM,292,2068,13246,2266,1009,44,272,646
1/20/22 2:00 PM,295,1674,11954,2265,723,44,0,760
1/20/22 1:00 PM,294,1526,10453,2266,537,44,0,816
1/20/22 12:00 PM,294,1305,9975,2265,507,44,0,677
1/20/22 11:00 AM,294,1228,10044,2267,512,44,0,762
1/20/22 10:00 AM,294,1176,10113,2267,544,46,0,662
1/20/22 9:00 AM,294,1219,10088,2268,585,46,0,623
1/20/22 8:00 AM,294,1640,10518,2267,631,46,0,650
1/20/22 7:00 AM,294,1851,11160,2268,645,46,4,607
1/20/22 6:00 AM,293,2073,12707,2268,1092,46,4,535
1/20/22 5:00 AM,291,2228,13597,2265,1327,46,50,576
1/20/22 4:00 AM,292,2806,13720,2265,1557,17,50,595
1/20/22 3:00 AM,293,2805,13876,2265,1790,-3,56,588
1/20/22 2:00 AM,293,2607,14481,2265,1861,-3,55,629
1/20/22 1:00 AM,294,2481,13020,2265,1420,-3,195,620
1/20/22 12:00 AM,292,1900,8941,2264,924,-3,4465,643
1/19/22 11:00 PM,292,1358,7462,2265,664,-3,9560,596
1/19/22 10:00 PM,292,1077,7346,2266,458,-3,10741,499
1/19/22 9:00 PM,293,1073,7118,2265,444,-3,10708,475
1/19/22 8:00 PM,296,1052,7612,2267,445,-3,10668,395
1/19/22 7:00 PM,294,1139,7128,2266,444,20,10684,352
1/19/22 6:00 PM,288,1229,7150,2266,449,44,10602,386
1/19/22 5:00 PM,284,1664,7775,2267,840,46,9285,599
1/19/22 4:00 PM,284,2193,10418,2267,910,46,4820,661
1/19/22 3:00 PM,285,2450,11730,2266,1395,46,199,1092
1/19/22 2:00 PM,284,1930,10185,2268,672,46,0,1756
1/19/22 1:00 PM,283,1645,8486,2266,498,46,0,1994
1/19/22 12:00 PM,285,1378,7643,2265,496,46,0,2721
1/19/22 11:00 AM,284,1316,7820,2267,494,46,0,2829
1/19/22 10:00 AM,284,1240,7773,2266,574,46,0,2958
1/19/22 9:00 AM,282,1203,8315,2266,591,46,0,2592
1/19/22 8:00 AM,285,1504,8402,2267,699,46,0,2619
1/19/22 7:00 AM,284,1724,9046,2267,938,46,2,3004
1/19/22 6:00 AM,285,1803,10165,2266,741,46,2,3356
1/19/22 5:00 AM,284,2037,11010,2266,930,46,63,2970
1/19/22 4:00 AM,284,2382,10666,2266,1175,46,63,3051
1/19/22 3:00 AM,283,2567,10135,2264,1325,46,62,3708
1/19/22 2:00 AM,282,2793,10363,2264,1527,46,59,3642
1/19/22 1:00 AM,283,2386,10300,2265,1309,46,3586,3447
1/19/22 12:00 AM,284,1786,8453,2263,660,46,4063,3154
1/18/22 11:00 PM,283,1287,6506,2266,513,46,8190,2792
1/18/22 10:00 PM,285,1161,6182,2268,460,46,9990,2702
1/18/22 9:00 PM,284,1137,6495,2266,459,46,10224,2329
1/18/22 8:00 PM,283,1078,6677,2266,453,46,10317,2422
1/18/22 7:00 PM,283,1163,6680,2265,473,46,10201,2041
1/18/22 6:00 PM,283,1235,6538,2267,494,46,9461,1821
1/18/22 5:00 PM,283,1395,7279,2268,623,46,8430,1843
1/18/22 4:00 PM,287,1957,9111,2267,664,46,3787,2260
1/18/22 3:00 PM,284,2152,9738,2266,1055,46,130,2416
1/18/22 2:00 PM,281,1746,8457,2267,580,46,0,2599
1/18/22 1:00 PM,283,1604,7401,2265,537,46,0,2677
1/18/22 12:00 PM,285,1311,7392,2265,481,46,0,2719
1/18/22 11:00 AM,287,1180,7368,2267,492,46,0,2765
1/18/22 10:00 AM,286,1171,7113,2267,547,46,0,2548
1/18/22 9:00 AM,284,1214,7560,2267,555,46,0,2155
1/18/22 8:00 AM,284,1281,7790,2266,575,46,0,2183
1/18/22 7:00 AM,284,1378,9131,2268,583,46,0,2093
1/18/22 6:00 AM,287,1510,10564,2266,683,46,0,1937
1/18/22 5:00 AM,288,2003,10969,2265,983,46,-4,2122
1/18/22 4:00 AM,290,2251,11486,2266,1241,46,-3,2043
1/18/22 3:00 AM,288,2476,11791,2264,1389,46,-8,1793
1/18/22 2:00 AM,287,2654,12353,2265,1426,46,10,1711
1/18/22 1:00 AM,289,2712,11666,2265,1342,46,84,1442
1/18/22 12:00 AM,290,2211,9311,2264,595,46,1831,1199
1/17/22 11:00 PM,286,1674,7925,2265,828,46,4934,1018
1/17/22 10:00 PM,291,1315,7481,2265,475,46,6512,940
1/17/22 9:00 PM,293,1120,7298,2265,477,46,7719,895
1/17/22 8:00 PM,288,1111,6865,2266,471,46,8956,761
1/17/22 7:00 PM,287,1195,7211,2265,472,46,8452,514
1/17/22 6:00 PM,287,1259,7743,2267,640,46,7700,456
1/17/22 5:00 PM,285,1470,8333,2266,718,46,6322,433
1/17/22 4:00 PM,285,1932,10098,2266,905,46,3040,626
1/17/22 3:00 PM,285,2177,10563,2265,787,46,111,605
1/17/22 2:00 PM,284,1916,9806,2266,571,46,0,521
1/17/22 1:00 PM,286,1365,9001,2265,591,46,0,429
1/17/22 12:00 PM,286,1245,8478,2264,560,46,0,337
1/17/22 11:00 AM,286,1300,8641,2265,560,46,0,250
1/17/22 10:00 AM,285,1234,8720,2266,566,46,0,147
1/17/22 9:00 AM,287,1269,9140,2266,597,46,0,234
1/17/22 8:00 AM,288,1643,9366,2266,790,46,0,299
1/17/22 7:00 AM,281,1899,10124,2266,796,46,0,349
1/17/22 6:00 AM,295,2042,10957,2266,792,46,-4,341
1/17/22 5:00 AM,294,2190,11042,2267,1072,47,-4,285
1/17/22 4:00 AM,294,2258,11710,2265,1110,46,-3,402
1/17/22 3:00 AM,294,2372,12006,2264,1094,46,-8,472
1/17/22 2:00 AM,295,2563,12013,2267,1212,46,6,434
1/17/22 1:00 AM,294,2234,10929,2267,1222,46,1997,337
1/17/22 12:00 AM,293,1881,8407,2264,860,46,2447,254
1/16/22 11:00 PM,294,1636,5729,2263,814,46,5813,217
1/16/22 10:00 PM,295,1257,4687,2264,460,46,8107,282
1/16/22 9:00 PM,294,1184,4810,2266,449,46,9172,367
1/16/22 8:00 PM,294,1155,4389,2265,447,46,9190,478
1/16/22 7:00 PM,293,1251,4671,2266,451,46,9768,524
1/16/22 6:00 PM,293,1221,4639,2264,466,46,9624,533
1/16/22 5:00 PM,292,1270,4982,2266,573,46,8261,455
1/16/22 4:00 PM,293,1707,6469,2266,635,46,3988,558
1/16/22 3:00 PM,291,1839,7735,2267,658,46,203,641
1/16/22 2:00 PM,293,1685,7351,2266,617,46,0,687
1/16/22 1:00 PM,294,1624,7310,2266,593,46,0,641
1/16/22 12:00 PM,294,1496,7611,2265,569,46,0,589
1/16/22 11:00 AM,294,1399,7745,2266,569,46,0,628
1/16/22 10:00 AM,294,1438,8161,2266,595,46,0,697
1/16/22 9:00 AM,294,1468,8354,2266,593,46,0,730
1/16/22 8:00 AM,294,1528,9094,2265,714,46,0,807
1/16/22 7:00 AM,295,1534,10078,2266,734,46,0,835
1/16/22 6:00 AM,295,1968,11288,2266,702,46,0,809
1/16/22 5:00 AM,294,2093,11678,2266,896,46,0,878
1/16/22 4:00 AM,294,2248,12296,2266,707,46,21,903
1/16/22 3:00 AM,295,2320,12302,2265,1066,46,21,832
1/16/22 2:00 AM,293,2444,12184,2265,1283,46,30,755
1/16/22 1:00 AM,293,2497,11815,2263,909,46,970,819
1/16/22 12:00 AM,292,1977,10808,2264,568,46,1133,777
1/15/22 11:00 PM,291,1449,9574,2265,586,46,1671,656
1/15/22 10:00 PM,289,1270,9367,2266,511,46,2709,894
1/15/22 9:00 PM,292,1231,8962,2264,477,46,4171,1120
1/15/22 8:00 PM,292,1219,8557,2264,477,45,5083,1083
1/15/22 7:00 PM,294,1298,8966,2267,527,46,5252,1177
1/15/22 6:00 PM,294,1375,9035,2266,542,46,4001,960
1/15/22 5:00 PM,293,1819,9145,2266,692,46,3168,1004
1/15/22 4:00 PM,294,1955,9394,2266,994,46,1281,1207
1/15/22 3:00 PM,295,2128,9356,2267,945,46,49,1105
1/15/22 2:00 PM,294,1916,8695,2267,552,46,0,1176
1/15/22 1:00 PM,293,1904,7933,2266,581,46,0,1319
1/15/22 12:00 PM,295,1393,7978,2264,494,46,0,1199
1/15/22 11:00 AM,296,1416,8865,2266,555,46,0,1272
1/15/22 10:00 AM,297,1399,9236,2265,562,46,0,1217
1/15/22 9:00 AM,295,1450,9402,2265,626,46,0,1458
1/15/22 8:00 AM,296,1577,9107,2263,622,46,0,1563
1/15/22 7:00 AM,293,1649,10113,2264,610,46,0,1646
1/15/22 6:00 AM,294,1862,11556,2264,800,46,0,1475
1/15/22 5:00 AM,292,5165,8996,2265,780,46,0,1672
1/15/22 4:00 AM,296,5449,8816,2265,758,46,21,1742
1/15/22 3:00 AM,293,5442,9187,2264,923,46,21,1868
1/15/22 2:00 AM,291,5623,9400,2263,1219,46,30,1831
1/15/22 1:00 AM,295,5711,8048,2263,1349,46,1883,1915
1/15/22 12:00 AM,294,4971,5658,2264,547,46,2274,2343
1/14/22 11:00 PM,292,1539,7127,2263,450,46,5480,2034
1/14/22 10:00 PM,295,1307,6666,2264,439,46,7954,2046
1/14/22 9:00 PM,295,1194,6866,2266,427,46,8425,2313
1/14/22 8:00 PM,296,1150,6681,2268,426,46,8653,2376
1/14/22 7:00 PM,295,1199,6950,2266,441,46,8354,2178
1/14/22 6:00 PM,294,1249,7605,2265,457,46,8254,2135
1/14/22 5:00 PM,295,1803,7899,2266,765,46,6631,1491
1/14/22 4:00 PM,294,2478,9302,2265,789,45,2956,1908
1/14/22 3:00 PM,295,2634,10806,2269,1216,46,34,1867
1/14/22 2:00 PM,295,1908,9774,2269,688,46,0,1653
1/14/22 1:00 PM,297,1578,8426,2266,510,46,0,1986
1/14/22 12:00 PM,296,1401,7604,2265,510,46,0,2368
1/14/22 11:00 AM,296,1341,7575,2266,523,46,0,2482
1/14/22 10:00 AM,295,1255,7529,2266,524,46,0,2563
1/14/22 9:00 AM,295,1270,8234,2266,523,46,0,2773
1/14/22 8:00 AM,294,1509,8911,2268,536,46,0,2206
1/14/22 7:00 AM,293,1612,10456,2269,586,46,0,1782
1/14/22 6:00 AM,294,1976,11601,2268,591,46,0,1868
1/14/22 5:00 AM,293,2017,12359,2270,592,46,0,1601
1/14/22 4:00 AM,293,2294,12619,2270,969,46,0,1476
1/14/22 3:00 AM,293,2642,12839,2268,1255,46,0,1842
1/14/22 2:00 AM,294,2674,13348,2269,1366,46,234,1756
1/14/22 1:00 AM,294,2455,12913,2268,1244,45,275,1465
1/14/22 12:00 AM,295,1987,11742,2268,556,46,1758,1118
1/13/22 11:00 PM,297,1471,10936,2267,637,46,3938,1166
1/13/22 10:00 PM,295,1309,10145,2264,494,35,5092,462
1/13/22 9:00 PM,292,1251,9629,2265,483,14,6756,348
1/13/22 8:00 PM,291,1193,9805,2265,486,4,7427,204
1/13/22 7:00 PM,291,1267,10533,2267,520,-3,6345,168
1/13/22 6:00 PM,292,1234,10745,2267,559,-3,6022,118
1/13/22 5:00 PM,292,1396,11515,2267,807,-3,5248,144
1/13/22 4:00 PM,293,1546,12544,2268,816,-3,2896,285
1/13/22 3:00 PM,297,2014,13039,2269,1249,-2,194,464
1/13/22 2:00 PM,295,1631,11887,2266,753,-2,0,533
1/13/22 1:00 PM,295,1401,10473,2269,517,-2,0,592
1/13/22 12:00 PM,296,1263,9905,2267,522,-2,0,529
1/13/22 11:00 AM,295,1209,9675,2267,533,31,0,429
1/13/22 10:00 AM,294,1193,9763,2268,528,42,0,570
1/13/22 9:00 AM,294,1214,10358,2267,555,43,0,593
1/13/22 8:00 AM,294,1330,10974,2268,600,46,0,590
1/13/22 7:00 AM,293,1828,11914,2267,594,46,0,630
1/13/22 6:00 AM,293,2100,13191,2266,587,46,0,675
1/13/22 5:00 AM,292,2245,13890,2265,639,46,0,663
1/13/22 4:00 AM,292,2674,14146,2265,993,46,0,539
1/13/22 3:00 AM,292,2731,15058,2265,1051,46,0,500
1/13/22 2:00 AM,294,2969,15245,2266,958,46,0,591
1/13/22 1:00 AM,292,2531,14699,2267,902,46,1858,521
1/13/22 12:00 AM,294,2171,12811,2266,669,46,1499,521
1/12/22 11:00 PM,292,1605,9678,2267,616,46,5313,510
